Age,Gender,Job Type,Daily Social Media Time,Social Platform Preference,Number of Notifications,Work Hours per Day,Perceived Productivity Score,Actual Productivity Score,Stress Level,Sleep Hours,Screen Time Before Sleep,Breaks During Work,Uses Focus Apps,Has Digital Wellbeing Enabled,Coffee Consumption per Day,Days Feeling Burnout per Month,Weekly Offline Hours,Job Satisfaction Score
47.0,Female,Student,2.88,Instagram,74.0,8.66,4.39,3.4,6.0,7.85,0.92,4.0,False,False,2.0,16.0,4.9,4.22
23.0,Female,Health,6.46,Instagram,69.0,8.51,4.63,4.14,10.0,7.02,1.21,6.0,True,False,3.0,14.0,8.34,3.74
33.0,Female,Health,2.83,Twitter,52.0,6.11,6.95,6.87,2.0,9.79,0.51,1.0,True,True,2.0,12.0,15.04,6.5
57.0,Female,Finance,1.09,Telegram,46.0,7.49,7.99,7.74,5.0,8.24,0.39,0.0,False,False,3.0,8.0,17.82,8.14
60.0,Male,IT,4.95,Twitter,59.0,7.91,5.35,5.18,7.0,9.71,0.82,0.0,False,False,2.0,13.0,1.93,5.97
51.0,Female,IT,6.82,Instagram,68.0,6.76,8.7,8.16,9.0,4.9,0.72,7.0,True,True,2.0,30.0,4.73,8.26
30.0,Female,IT,0.49,TikTok,39.0,7.17,8.24,7.64,10.0,3.66,0.33,3.0,False,False,3.0,15.0,23.99,7.03
53.0,Female,Finance,2.96,TikTok,58.0,7.36,3.83,4.05,3.0,6.25,0.14,10.0,True,True,2.0,26.0,0.0,4.42
26.0,Male,Health,4.91,Twitter,65.0,8.51,3.78,4.01,2.0,6.22,1.74,9.0,False,False,2.0,6.0,11.04,2.25
48.0,Female,Health,4.11,TikTok,63.0,8.19,5.9,5.33,7.0,7.24,1.22,0.0,True,True,2.0,20.0,5.62,4.52
20.0,Male,Student,3.69,Facebook,60.0,6.14,7.66,7.03,6.0,4.3,2.86,4.0,True,False,0.0,10.0,13.48,6.11
47.0,Male,Finance,0.4,Telegram,75.0,8.51,5.84,5.3,7.0,7.29,0.05,5.0,False,False,1.0,23.0,0.0,6.19
38.0,Female,Finance,2.38,Instagram,62.0,6.8,5.69,5.52,9.0,4.35,1.2,3.0,False,True,2.0,14.0,4.57,5.25
49.0,Female,Education,4.66,Facebook,67.0,6.42,8.6,7.34,4.0,8.04,1.25,5.0,False,False,0.0,6.0,2.48,9.1
59.0,Male,Unemployed,3.08,Twitter,63.0,6.58,6.41,6.5,1.0,6.08,0.88,6.0,True,False,1.0,26.0,0.46,5.69
54.0,Male,Education,5.21,Facebook,54.0,3.1,6.63,6.42,2.0,4.23,0.53,4.0,False,True,4.0,20.0,26.77,7.76
42.0,Female,Student,2.46,Twitter,55.0,7.95,5.28,4.03,1.0,5.85,1.4,5.0,True,True,0.0,29.0,16.07,2.81
52.0,Male,Health,2.57,TikTok,57.0,7.79,6.24,6.07,3.0,4.31,1.04,0.0,False,False,0.0,4.0,11.11,6.1
39.0,Female,Student,3.52,Instagram,66.0,6.14,2.02,1.74,3.0,6.44,1.8,7.0,False,True,4.0,22.0,9.99,2.23
56.0,Male,IT,5.46,TikTok,66.0,6.38,2.12,2.71,7.0,5.29,1.36,8.0,False,True,0.0,31.0,11.94,1.96
49.0,Male,IT,1.01,Facebook,68.0,4.56,4.7,4.02,3.0,5.84,0.6,9.0,False,False,2.0,28.0,15.52,3.53
57.0,Male,Finance,2.16,Twitter,73.0,8.8,3.37,3.53,6.0,3.67,0.0,3.0,False,False,4.0,3.0,11.09,3.91
50.0,Male,Student,4.55,TikTok,59.0,12.0,7.43,6.43,5.0,6.95,0.0,5.0,False,False,3.0,2.0,16.88,6.2
53.0,Male,Student,0.23,Telegram,59.0,9.05,7.93,7.19,3.0,6.14,1.54,9.0,False,True,3.0,5.0,14.46,7.74
41.0,Female,Education,2.68,Facebook,54.0,8.77,7.41,6.68,8.0,6.38,0.0,6.0,False,False,1.0,30.0,19.56,6.67
48.0,Female,Finance,0.17,Telegram,62.0,7.3,5.56,4.92,8.0,5.35,0.91,6.0,False,False,3.0,31.0,16.4,4.53
56.0,Female,IT,1.12,Twitter,51.0,7.37,3.95,4.41,7.0,9.41,1.83,3.0,True,True,1.0,27.0,12.82,4.8
63.0,Male,Education,4.24,Twitter,55.0,4.72,5.09,4.59,7.0,8.01,2.04,5.0,False,False,2.0,8.0,7.15,4.97
27.0,Male,Education,0.0,Facebook,58.0,6.96,5.46,5.85,6.0,6.12,0.72,8.0,False,False,0.0,0.0,7.37,4.74
40.0,Male,IT,3.27,Facebook,56.0,10.6,6.87,6.64,2.0,7.7,1.6,7.0,False,True,2.0,20.0,24.03,7.09
50.0,Male,Health,2.88,Facebook,52.0,8.99,7.57,6.7,10.0,5.55,0.5,3.0,False,False,1.0,15.0,5.02,7.15
53.0,Male,Education,0.0,Facebook,60.0,3.67,5.76,5.12,1.0,6.75,2.67,1.0,True,False,4.0,25.0,18.12,5.29
33.0,Female,Unemployed,5.66,TikTok,52.0,4.73,6.07,5.32,9.0,9.88,0.03,10.0,False,False,5.0,22.0,11.78,5.32
35.0,Female,Unemployed,2.08,TikTok,65.0,5.88,4.1,3.63,3.0,6.01,0.62,0.0,True,False,0.0,4.0,6.22,3.21
28.0,Male,IT,3.34,Instagram,63.0,9.93,4.56,4.42,6.0,5.79,0.49,7.0,False,False,0.0,18.0,3.28,4.0
23.0,Male,Education,2.16,TikTok,74.0,4.36,2.76,2.24,6.0,7.21,0.46,5.0,False,True,0.0,18.0,5.72,0.88
18.0,Female,Finance,3.73,Instagram,57.0,8.13,8.93,7.99,6.0,8.21,1.58,1.0,False,False,1.0,4.0,11.02,7.1
29.0,Male,Student,3.87,Twitter,63.0,5.51,8.43,8.88,9.0,6.83,1.92,6.0,False,False,3.0,18.0,7.33,8.68
55.0,Female,Unemployed,5.51,TikTok,53.0,6.42,3.27,2.67,3.0,7.36,0.65,2.0,False,False,4.0,5.0,17.22,1.99
62.0,Female,Finance,4.79,Telegram,53.0,9.16,5.8,4.89,10.0,7.47,1.06,5.0,False,True,5.0,23.0,6.65,6.42
49.0,Male,Health,2.92,Instagram,79.0,6.0,4.78,4.11,6.0,6.16,2.41,8.0,False,False,5.0,9.0,10.82,5.53
63.0,Male,IT,0.85,Twitter,82.0,7.21,8.43,8.41,1.0,7.28,0.6,1.0,False,False,5.0,8.0,6.55,8.83
41.0,Male,Finance,4.32,TikTok,53.0,6.33,7.94,8.07,4.0,6.45,0.0,9.0,False,True,3.0,1.0,11.76,8.38
56.0,Female,IT,4.98,Twitter,55.0,7.65,4.24,3.34,10.0,6.51,1.44,8.0,False,True,3.0,0.0,0.0,3.58
53.0,Female,Education,2.62,Facebook,59.0,7.42,3.74,3.64,9.0,4.59,0.11,2.0,True,False,4.0,30.0,14.12,3.55
36.0,Male,Health,4.52,Telegram,67.0,7.45,8.69,6.85,7.0,5.48,0.01,6.0,False,True,2.0,6.0,10.11,5.54
63.0,Female,IT,1.33,Telegram,50.0,7.0,6.79,6.81,1.0,5.5,0.87,3.0,False,False,3.0,18.0,23.15,7.38
62.0,Female,Student,0.76,Twitter,54.0,4.38,5.04,4.94,7.0,5.14,0.42,6.0,False,False,3.0,24.0,15.12,4.39
19.0,Female,Education,1.32,Instagram,58.0,7.51,7.47,6.13,6.0,6.96,0.01,9.0,False,False,3.0,18.0,14.22,4.68
48.0,Male,Health,3.69,Instagram,74.0,8.85,7.17,5.97,8.0,3.7,0.62,7.0,False,False,1.0,20.0,0.0,6.05
34.0,Female,Finance,1.03,TikTok,60.0,6.7,3.18,3.19,1.0,6.06,1.0,9.0,False,True,1.0,17.0,5.25,2.73
44.0,Male,IT,2.29,Instagram,63.0,5.54,7.12,6.52,9.0,5.09,0.0,5.0,False,True,1.0,13.0,18.14,6.82
32.0,Female,Health,3.83,Instagram,71.0,7.87,4.59,4.13,5.0,5.37,1.75,7.0,False,False,2.0,22.0,12.8,3.39
61.0,Female,Student,2.08,Telegram,52.0,6.35,5.83,4.64,7.0,6.44,0.0,9.0,False,True,3.0,9.0,21.15,5.24
48.0,Male,Student,5.86,TikTok,60.0,7.91,6.36,5.97,6.0,7.38,0.0,0.0,False,False,3.0,31.0,3.51,5.62
38.0,Male,IT,3.42,Facebook,56.0,8.11,8.4,7.67,4.0,8.34,0.77,3.0,False,False,4.0,5.0,5.7,8.3
63.0,Female,Student,4.08,Telegram,55.0,7.08,4.57,4.15,5.0,7.38,0.82,4.0,False,False,2.0,16.0,8.35,5.4
55.0,Female,Health,0.0,Facebook,64.0,8.77,8.96,7.85,5.0,8.94,1.31,10.0,False,False,3.0,7.0,0.0,7.19
53.0,Male,Education,6.79,Telegram,76.0,7.32,5.37,4.97,4.0,5.58,0.38,0.0,False,False,5.0,0.0,0.73,5.74
30.0,Female,Unemployed,1.47,Instagram,59.0,7.82,7.01,6.04,3.0,6.15,0.0,10.0,False,True,0.0,24.0,17.35,5.56
44.0,Female,IT,3.6,Telegram,63.0,4.86,7.34,6.64,2.0,6.59,1.89,6.0,False,False,1.0,2.0,8.67,6.13
34.0,Female,Finance,3.28,Twitter,44.0,6.72,2.36,2.54,7.0,7.07,0.0,8.0,True,False,4.0,8.0,11.15,0.7
65.0,Male,Education,0.98,Telegram,54.0,6.81,5.89,5.78,2.0,7.16,1.48,10.0,True,False,2.0,22.0,20.85,3.94
20.0,Female,Education,1.94,Facebook,58.0,5.92,5.54,5.82,9.0,6.6,0.85,10.0,True,False,4.0,31.0,5.11,6.84
51.0,Male,Student,4.57,TikTok,58.0,7.66,5.99,5.49,4.0,6.01,1.42,8.0,True,True,3.0,18.0,2.58,5.4
42.0,Male,Student,2.32,Instagram,58.0,2.88,4.3,4.63,4.0,5.69,1.64,3.0,False,False,2.0,19.0,14.09,4.51
19.0,Male,IT,2.21,Twitter,65.0,4.07,2.77,3.51,4.0,6.26,0.44,7.0,True,False,3.0,27.0,29.0,2.17
51.0,Female,Education,6.82,Twitter,70.0,11.17,5.54,5.0,6.0,7.35,1.47,4.0,False,True,1.0,11.0,16.23,5.26
43.0,Male,Education,3.96,Telegram,51.0,5.31,8.47,6.87,4.0,5.84,0.6,6.0,False,False,1.0,14.0,21.89,7.46
48.0,Male,IT,4.31,Facebook,61.0,8.15,3.64,2.98,1.0,5.46,0.11,5.0,False,False,2.0,11.0,11.6,3.1
26.0,Female,Health,5.75,Facebook,79.0,6.79,3.12,2.92,9.0,5.27,1.8,10.0,False,False,2.0,24.0,0.0,2.43
47.0,Male,Finance,2.39,Telegram,63.0,9.24,3.8,2.87,4.0,6.83,1.78,2.0,True,False,1.0,11.0,10.12,1.64
37.0,Female,Unemployed,5.89,Instagram,63.0,5.72,3.79,3.38,10.0,5.48,1.82,2.0,True,False,3.0,23.0,13.06,2.46
38.0,Female,Finance,0.0,Instagram,63.0,5.81,3.06,2.73,7.0,7.65,1.76,2.0,False,True,2.0,7.0,10.75,3.28
46.0,Female,Health,6.52,Facebook,63.0,5.65,4.03,4.35,6.0,7.14,1.23,4.0,False,False,5.0,24.0,17.6,4.57
55.0,Female,Health,4.07,TikTok,65.0,6.93,7.84,6.6,9.0,7.51,0.68,4.0,True,False,3.0,28.0,19.9,6.76
61.0,Female,Finance,4.36,Telegram,56.0,7.18,8.35,7.97,1.0,7.37,1.84,5.0,False,False,3.0,0.0,3.46,7.41
56.0,Male,Student,4.81,TikTok,67.0,6.12,3.55,3.71,6.0,7.43,1.44,4.0,False,False,3.0,2.0,7.22,3.65
54.0,Female,Unemployed,5.45,Facebook,67.0,8.42,5.53,5.01,3.0,4.97,0.33,3.0,False,True,3.0,2.0,19.79,5.44
29.0,Female,Student,0.0,Twitter,59.0,7.37,7.49,6.73,8.0,8.39,0.31,8.0,True,False,4.0,2.0,10.06,6.56
43.0,Male,Health,1.99,Facebook,55.0,3.59,2.16,2.25,3.0,4.37,1.27,3.0,True,True,3.0,18.0,13.91,0.71
37.0,Female,Education,2.85,Facebook,61.0,6.91,3.89,3.3,9.0,7.39,2.49,2.0,False,True,3.0,8.0,9.53,3.53
56.0,Female,Finance,1.62,Twitter,60.0,6.59,4.12,3.94,6.0,4.94,0.78,2.0,True,False,4.0,18.0,17.5,5.06
36.0,Female,Student,3.64,Instagram,71.0,4.4,3.13,2.25,6.0,7.7,1.92,9.0,True,False,2.0,29.0,8.5,0.47
37.0,Male,Education,0.63,Telegram,70.0,5.93,6.15,4.82,10.0,7.2,0.6,1.0,False,False,1.0,20.0,8.61,7.75
44.0,Male,Education,4.47,Facebook,48.0,7.31,5.99,5.5,8.0,5.3,2.8,9.0,False,False,2.0,11.0,8.04,4.61
47.0,Male,Health,1.0,TikTok,54.0,8.35,4.62,3.75,6.0,5.23,0.04,8.0,False,False,2.0,8.0,2.44,3.58
38.0,Female,Health,3.05,Twitter,61.0,8.64,6.49,4.95,9.0,8.03,0.58,8.0,True,True,3.0,3.0,9.21,5.18
61.0,Female,IT,2.29,Facebook,61.0,9.33,7.87,7.21,2.0,6.74,1.28,4.0,False,True,1.0,2.0,0.0,6.69
24.0,Male,Finance,4.46,Instagram,63.0,8.75,5.2,5.12,1.0,9.19,1.27,5.0,False,False,0.0,20.0,21.31,5.45
40.0,Male,IT,2.49,TikTok,58.0,9.28,5.28,4.63,6.0,6.03,1.36,3.0,False,False,1.0,17.0,2.12,5.36
32.0,Female,Finance,6.58,Facebook,69.0,6.98,5.86,5.25,7.0,5.5,2.13,0.0,False,False,1.0,1.0,6.26,4.26
51.0,Male,Education,0.25,Twitter,55.0,4.58,7.08,6.33,6.0,3.49,0.84,0.0,False,True,4.0,17.0,15.26,7.34
30.0,Male,Student,3.61,TikTok,55.0,6.37,2.1,1.08,6.0,7.79,1.41,5.0,False,False,2.0,22.0,14.62,1.06
21.0,Female,Finance,1.77,Instagram,69.0,4.81,2.26,2.38,10.0,9.49,0.98,8.0,False,False,1.0,0.0,29.01,2.43
50.0,Female,Unemployed,0.85,Telegram,53.0,5.02,7.1,6.6,8.0,6.66,0.52,3.0,False,False,2.0,1.0,15.7,7.78
52.0,Female,Education,1.23,Facebook,58.0,5.23,8.27,7.95,3.0,4.83,0.11,6.0,False,True,2.0,0.0,8.93,7.01
45.0,Female,Health,2.36,Facebook,59.0,3.51,3.64,3.4,9.0,5.58,1.66,1.0,False,False,1.0,5.0,0.0,3.88
31.0,Male,Education,6.24,Telegram,49.0,6.2,3.77,3.89,3.0,8.43,1.96,10.0,False,False,4.0,28.0,3.16,2.92
51.0,Male,Finance,0.0,Twitter,60.0,4.71,4.49,3.38,3.0,5.12,1.08,9.0,True,True,3.0,8.0,17.06,5.22
65.0,Male,IT,3.9,Twitter,51.0,7.06,5.16,4.89,3.0,7.72,0.91,0.0,False,False,1.0,9.0,16.63,4.55
28.0,Female,Health,0.67,Instagram,53.0,8.03,2.47,3.15,7.0,6.0,1.04,9.0,False,False,0.0,21.0,17.61,3.48
30.0,Male,Finance,3.32,TikTok,50.0,6.31,3.33,3.16,2.0,6.45,1.15,8.0,False,False,2.0,31.0,5.46,3.87
50.0,Female,Student,3.02,Facebook,49.0,6.37,3.71,3.92,2.0,4.18,1.11,2.0,False,False,0.0,12.0,15.24,2.58
51.0,Female,Unemployed,6.45,Telegram,56.0,3.7,3.17,2.12,5.0,5.5,1.0,3.0,False,False,4.0,11.0,5.05,1.62
29.0,Male,Unemployed,1.09,TikTok,68.0,8.94,3.45,2.44,1.0,8.39,0.31,2.0,True,False,0.0,3.0,15.4,1.28
20.0,Male,Unemployed,3.29,Facebook,70.0,6.41,4.63,4.47,7.0,5.98,0.0,6.0,True,True,3.0,11.0,4.33,5.36
27.0,Female,IT,0.92,Instagram,69.0,8.64,8.14,7.09,2.0,4.54,0.61,4.0,False,True,2.0,27.0,2.55,4.85
35.0,Female,Education,1.8,Twitter,71.0,5.85,5.84,5.2,8.0,8.6,1.21,4.0,False,True,2.0,16.0,6.8,5.52
44.0,Male,Unemployed,6.13,TikTok,65.0,11.01,8.9,8.25,9.0,7.32,0.09,9.0,True,False,4.0,4.0,12.55,8.46
44.0,Female,Education,3.53,Instagram,40.0,6.82,8.81,7.15,10.0,4.86,0.92,7.0,False,False,2.0,4.0,0.0,6.08
59.0,Male,IT,5.53,Instagram,74.0,7.07,2.56,2.08,5.0,7.14,1.43,6.0,False,False,1.0,24.0,0.0,3.02
28.0,Male,Unemployed,0.0,TikTok,65.0,9.42,2.71,2.69,2.0,4.73,1.16,10.0,False,False,3.0,29.0,16.68,2.35
56.0,Male,Health,3.58,Twitter,54.0,3.53,8.04,7.18,7.0,7.12,0.47,10.0,False,False,2.0,26.0,25.92,7.88
38.0,Female,Student,3.34,Twitter,45.0,4.51,2.03,1.23,8.0,5.44,1.74,1.0,False,True,1.0,0.0,15.46,0.02
38.0,Female,IT,3.84,TikTok,47.0,6.55,5.97,5.23,5.0,5.65,1.78,3.0,False,False,1.0,11.0,16.58,5.8
36.0,Female,Student,2.31,Telegram,57.0,6.83,8.35,7.17,7.0,7.72,1.65,10.0,False,True,4.0,5.0,21.68,7.88
30.0,Male,Unemployed,0.47,TikTok,48.0,2.95,7.33,6.78,2.0,5.59,1.52,2.0,False,True,3.0,18.0,20.47,7.18
46.0,Male,Finance,3.9,Twitter,67.0,7.21,8.09,6.86,10.0,7.11,1.72,10.0,False,True,5.0,24.0,14.58,7.44
42.0,Male,Finance,1.58,TikTok,73.0,6.69,4.06,2.99,8.0,7.6,2.12,6.0,False,False,1.0,7.0,23.41,2.28
30.0,Male,Unemployed,6.05,Facebook,60.0,6.13,7.56,5.68,9.0,5.54,1.28,9.0,False,False,0.0,18.0,11.91,7.81
44.0,Female,IT,7.07,Instagram,57.0,6.1,5.68,5.17,7.0,9.53,1.16,7.0,False,True,3.0,12.0,14.8,6.05
36.0,Female,IT,0.83,Telegram,81.0,6.72,7.95,6.86,4.0,7.67,0.41,8.0,False,True,3.0,1.0,6.59,6.55
18.0,Female,IT,4.03,Facebook,60.0,11.68,7.64,6.8,1.0,6.63,1.43,5.0,False,True,0.0,26.0,23.53,5.69
39.0,Female,Unemployed,3.45,TikTok,53.0,11.72,6.44,4.98,6.0,4.72,0.67,10.0,False,False,2.0,14.0,10.98,5.27
56.0,Female,Unemployed,1.1,Instagram,48.0,5.7,5.21,4.4,8.0,6.24,0.14,10.0,True,False,1.0,1.0,1.69,3.62
56.0,Female,Finance,2.96,Facebook,45.0,4.43,5.64,5.29,3.0,9.22,0.16,9.0,False,False,4.0,9.0,14.17,4.3
21.0,Female,Unemployed,1.78,TikTok,51.0,7.5,3.72,2.28,5.0,7.86,1.64,6.0,False,True,1.0,31.0,5.72,2.62
49.0,Male,Student,3.17,Twitter,73.0,2.89,7.33,6.45,7.0,7.87,1.55,0.0,False,False,3.0,19.0,22.19,6.16
50.0,Female,Unemployed,5.26,Telegram,64.0,6.74,8.59,7.04,4.0,6.78,0.98,6.0,False,False,1.0,20.0,7.56,6.23
26.0,Male,IT,1.63,Telegram,57.0,6.55,5.37,5.04,9.0,8.68,0.97,2.0,True,True,1.0,3.0,0.0,5.47
18.0,Female,Unemployed,5.71,Facebook,57.0,9.43,2.35,1.65,10.0,5.66,1.69,9.0,False,False,3.0,21.0,14.16,1.38
33.0,Male,Finance,6.6,Telegram,62.0,8.61,8.22,8.21,7.0,5.43,1.72,0.0,False,False,7.0,21.0,7.57,7.92
35.0,Male,Education,5.39,TikTok,49.0,10.92,6.66,5.55,9.0,7.52,0.36,4.0,False,False,1.0,30.0,14.03,6.22
64.0,Female,Finance,2.87,TikTok,61.0,8.59,6.96,6.4,10.0,8.54,1.08,10.0,True,False,2.0,27.0,17.01,7.28
21.0,Female,IT,0.01,Instagram,63.0,9.68,8.59,7.26,1.0,4.72,0.14,7.0,True,False,1.0,27.0,22.96,5.84
62.0,Female,Student,1.27,Instagram,62.0,6.46,2.23,1.96,8.0,9.34,1.81,6.0,False,False,4.0,0.0,11.68,3.01
62.0,Female,Finance,0.0,Twitter,52.0,9.24,6.05,5.7,8.0,6.01,1.61,6.0,False,False,4.0,0.0,9.26,6.44
60.0,Male,IT,3.17,Facebook,69.0,9.98,3.69,3.29,2.0,4.84,0.63,1.0,True,False,1.0,7.0,6.5,4.28
56.0,Male,Student,1.71,Instagram,61.0,9.86,7.21,7.18,6.0,6.93,0.59,8.0,True,False,1.0,29.0,1.82,7.35
42.0,Female,Health,4.43,Facebook,57.0,4.53,5.44,5.74,8.0,6.99,0.97,0.0,False,False,3.0,20.0,12.37,5.35
33.0,Female,Student,2.05,Facebook,52.0,3.69,8.5,7.52,10.0,5.96,0.65,8.0,False,True,2.0,8.0,19.81,7.1
52.0,Male,Finance,3.56,TikTok,81.0,3.74,2.59,1.96,4.0,6.66,0.6,3.0,True,False,2.0,24.0,14.06,1.35
34.0,Female,Finance,3.11,Instagram,53.0,7.9,6.88,6.32,4.0,7.2,1.46,10.0,True,False,4.0,3.0,22.72,6.94
33.0,Male,IT,3.73,Telegram,63.0,9.74,2.19,2.38,4.0,6.78,0.0,6.0,False,False,1.0,13.0,5.76,3.39
32.0,Female,Student,1.57,Telegram,61.0,7.76,8.3,7.17,10.0,5.98,1.03,6.0,False,True,1.0,4.0,10.07,7.6
59.0,Female,Health,4.39,TikTok,56.0,8.62,7.15,6.69,4.0,6.37,0.94,7.0,False,True,4.0,3.0,19.11,6.73
63.0,Male,Student,0.61,Instagram,64.0,3.79,3.21,3.2,1.0,4.87,0.6,10.0,False,False,2.0,0.0,15.03,4.14
51.0,Female,Student,3.23,TikTok,54.0,8.85,5.61,5.15,8.0,6.74,0.9,5.0,False,False,1.0,4.0,0.0,2.78
36.0,Male,Student,3.85,Instagram,48.0,5.26,3.82,3.87,1.0,6.73,1.47,7.0,False,False,2.0,28.0,4.45,4.93
27.0,Male,Education,3.02,TikTok,66.0,6.41,2.75,2.38,6.0,4.51,0.79,8.0,True,True,1.0,8.0,0.94,2.2
65.0,Female,Finance,0.0,TikTok,54.0,3.9,7.79,7.18,3.0,6.21,1.23,8.0,True,False,0.0,13.0,27.3,7.88
43.0,Female,Unemployed,1.12,Telegram,55.0,6.58,7.39,6.45,2.0,6.31,0.24,2.0,True,True,2.0,7.0,27.19,4.79
61.0,Male,Student,3.52,Telegram,75.0,5.09,4.76,4.3,2.0,4.97,1.77,1.0,False,False,7.0,6.0,1.25,3.42
37.0,Male,Unemployed,2.89,Instagram,84.0,6.71,7.94,7.79,4.0,6.9,1.3,0.0,False,False,3.0,15.0,2.84,8.24
54.0,Female,Unemployed,1.46,Twitter,59.0,10.19,3.39,3.06,2.0,5.68,1.9,1.0,False,False,3.0,26.0,12.94,1.93
41.0,Male,Student,3.79,Instagram,53.0,5.59,5.86,5.26,6.0,5.18,0.89,2.0,False,False,4.0,7.0,10.9,5.56
61.0,Female,IT,3.35,Instagram,50.0,3.76,6.91,6.11,8.0,7.08,1.1,9.0,False,False,1.0,22.0,11.45,7.13
50.0,Female,Student,0.0,Facebook,68.0,6.78,4.25,4.04,2.0,6.0,0.67,3.0,True,False,2.0,29.0,18.51,4.51
37.0,Male,Student,3.81,Instagram,68.0,5.75,3.1,3.0,10.0,6.09,1.87,4.0,False,False,1.0,10.0,10.53,2.6
65.0,Male,Student,8.26,Facebook,60.0,5.99,3.03,3.24,5.0,5.2,2.07,7.0,False,False,4.0,13.0,3.07,6.0
61.0,Male,Unemployed,5.24,Instagram,56.0,7.84,8.84,7.96,3.0,5.95,0.97,9.0,True,False,0.0,31.0,16.15,9.77
26.0,Male,Student,4.23,Twitter,64.0,8.91,4.59,4.29,1.0,4.17,0.97,10.0,True,True,5.0,19.0,23.38,3.74
62.0,Male,Education,0.75,Twitter,56.0,8.54,6.51,6.53,7.0,4.93,1.82,6.0,False,True,4.0,10.0,6.38,5.49
34.0,Male,Education,3.83,Facebook,66.0,8.6,3.72,2.65,8.0,7.4,1.3,1.0,False,False,3.0,5.0,0.0,2.27
31.0,Female,Student,1.92,Instagram,64.0,4.87,7.62,7.74,9.0,7.14,2.68,1.0,False,True,1.0,11.0,4.76,7.73
61.0,Male,IT,3.71,Instagram,74.0,4.05,3.72,3.91,5.0,3.64,2.2,3.0,True,False,2.0,16.0,20.03,4.88
28.0,Male,Education,4.76,Telegram,68.0,6.29,6.39,6.23,4.0,7.46,1.57,9.0,True,False,4.0,5.0,4.85,6.72
59.0,Male,Education,5.68,TikTok,57.0,8.93,5.34,5.73,9.0,6.71,0.38,7.0,True,False,1.0,22.0,12.28,7.16
19.0,Male,Unemployed,3.97,Instagram,44.0,10.01,5.37,4.57,3.0,6.39,1.01,0.0,False,False,3.0,27.0,15.68,3.51
43.0,Male,Health,4.21,Facebook,54.0,7.17,7.2,6.3,6.0,4.46,0.61,6.0,True,False,4.0,26.0,15.64,7.45
45.0,Male,Student,4.0,Telegram,61.0,6.74,5.89,5.26,2.0,5.87,0.15,9.0,False,False,2.0,25.0,13.71,6.25
47.0,Female,Education,2.42,Telegram,59.0,7.23,6.6,6.41,5.0,8.98,0.9,7.0,True,False,2.0,2.0,8.87,6.53
46.0,Female,Student,3.73,Instagram,47.0,8.17,3.36,3.68,10.0,6.01,1.39,5.0,False,True,1.0,31.0,9.95,2.03
46.0,Female,Health,2.72,Telegram,54.0,5.84,3.53,2.52,5.0,5.59,1.0,4.0,False,False,4.0,25.0,0.0,1.68
36.0,Male,Education,6.13,Instagram,66.0,6.01,2.22,2.64,5.0,8.77,0.35,1.0,True,False,2.0,7.0,29.82,3.18
44.0,Male,Health,4.1,TikTok,52.0,5.81,3.03,2.66,10.0,6.92,0.0,8.0,False,True,2.0,30.0,1.36,3.26
46.0,Female,Unemployed,3.71,TikTok,45.0,7.58,7.17,6.13,7.0,6.97,2.13,3.0,False,True,3.0,30.0,11.04,6.71
30.0,Female,Unemployed,3.78,Instagram,52.0,8.75,7.99,6.89,8.0,5.4,1.19,5.0,False,False,3.0,12.0,4.95,6.45
48.0,Female,Finance,4.17,Twitter,63.0,6.94,4.45,4.28,8.0,6.84,1.6,1.0,False,False,3.0,28.0,20.14,3.25
65.0,Male,Finance,4.09,TikTok,56.0,5.88,6.54,5.75,6.0,3.64,0.76,2.0,True,True,1.0,25.0,0.0,3.98
53.0,Female,Unemployed,0.28,Instagram,52.0,9.57,3.86,2.6,8.0,7.17,0.07,2.0,True,False,2.0,15.0,17.64,3.22
65.0,Male,IT,4.52,Facebook,72.0,3.2,2.59,1.72,1.0,6.1,1.15,6.0,False,False,3.0,2.0,6.74,0.47
40.0,Female,Student,2.97,Facebook,73.0,10.78,4.77,4.26,1.0,5.45,0.77,6.0,False,False,2.0,7.0,22.75,5.95
30.0,Female,IT,2.07,Twitter,62.0,7.06,3.52,3.94,10.0,6.16,1.41,1.0,True,False,2.0,22.0,4.06,4.99
54.0,Female,IT,6.01,TikTok,57.0,7.23,4.04,3.61,10.0,6.51,0.55,10.0,True,False,4.0,11.0,8.99,2.46
43.0,Male,Student,4.51,Facebook,56.0,9.82,2.99,2.77,2.0,6.82,1.92,8.0,True,False,3.0,17.0,2.78,1.75
57.0,Female,Student,3.08,Twitter,55.0,7.17,2.81,2.92,5.0,9.12,0.37,3.0,False,False,0.0,20.0,0.0,2.58
24.0,Female,Student,2.46,Instagram,64.0,7.44,2.71,1.61,6.0,5.88,0.34,6.0,False,False,2.0,20.0,5.14,2.1
63.0,Male,Unemployed,7.5,Facebook,52.0,7.6,4.84,4.59,9.0,5.3,1.59,5.0,False,True,1.0,17.0,18.29,5.7
39.0,Male,IT,1.19,Instagram,48.0,6.97,8.65,7.69,4.0,5.27,0.45,9.0,False,False,6.0,12.0,3.84,7.35
47.0,Female,IT,0.0,Facebook,57.0,4.14,7.44,6.91,4.0,8.51,0.75,3.0,True,False,1.0,16.0,13.61,6.33
35.0,Female,Student,2.59,Telegram,47.0,8.78,6.81,6.27,9.0,7.25,0.54,9.0,True,False,2.0,14.0,2.06,7.12
